종목코드,업종
203690,관리종목(소속부없음)
055490,기타
171120,중견기업부
032540,우량기업부
153710,기술성장기업부
388790,벤처기업부
111110,기타
046210,벤처기업부
270520,벤처기업부
003560,기타
053260,우량기업부
053450,우량기업부
129260,기타
067370,기술성장기업부
013870,기타
265560,우량기업부
053050,우량기업부
039240,우량기업부
036670,우량기업부
377030,기술성장기업부
040910,투자주의환기종목(소속부없음)
311390,벤처기업부
004590,중견기업부
064090,중견기업부
137950,우량기업부
024900,기타
162300,우량기업부
388610,기술성장기업부
043650,중견기업부
413640,벤처기업부
049480,우량기업부
215360,우량기업부
340930,벤처기업부
036120,중견기업부
099220,중견기업부
001290,기타
104540,기술성장기업부
012790,우량기업부
071090,기타
373160,기술성장기업부
192250,벤처기업부
101330,중견기업부
043710,중견기업부
052220,중견기업부
351330,벤처기업부
038460,우량기업부
017480,우량기업부
024740,우량기업부
364950,벤처기업부
417840,벤처기업부
038680,우량기업부
000220,기타
004540,기타
303360,기술성장기업부
347740,벤처기업부
127980,중견기업부
036000,중견기업부
435570,벤처기업부
145170,중견기업부
109860,우량기업부
234920,벤처기업부
369370,벤처기업부
097800,중견기업부
261200,우량기업부
302430,벤처기업부
451220,기술성장기업부
080010,중견기업부
199550,벤처기업부
066980,중견기업부
043910,벤처기업부
078860,투자주의환기종목(소속부없음)
081150,우량기업부
403490,벤처기업부
013700,기타
052790,중견기업부
053980,우량기업부
321820,기술성장기업부
064240,중견기업부
004060,기타
222040,중견기업부
031820,기타
180060,일반기업부
041460,중견기업부
088130,중견기업부
432430,기술성장기업부
212560,우량기업부
155650,우량기업부
221800,기술성장기업부
007370,우량기업부
128660,중견기업부
073640,관리종목(소속부없음)
023440,중견기업부
396300,우량기업부
120115,기타
010470,우량기업부
039420,중견기업부
094840,벤처기업부
290720,투자주의환기종목(소속부없음)
066310,벤처기업부
950200,외국기업(소속부없음)
014990,기타
456570,일반기업부
333620,벤처기업부
065530,중견기업부
200230,중견기업부
054930,우량기업부
241790,우량기업부
092440,기타
017650,우량기업부
332370,중견기업부
000910,기타
003925,기타
007720,중견기업부
900300,외국기업(소속부없음)
384470,기술성장기업부
100030,벤처기업부
226360,투자주의환기종목(소속부없음)
100220,기타
095270,벤처기업부
114450,중견기업부
226330,기술성장기업부
263600,중견기업부
357250,기타
004450,기타
072470,중견기업부
033170,중견기업부
003010,기타
133820,기타
099410,벤처기업부
241840,중견기업부
361570,중견기업부
290740,벤처기업부
320000,중견기업부
407400,벤처기업부
061040,중견기업부
094940,벤처기업부
000950,기타
037030,우량기업부
419120,중견기업부
010280,중견기업부
142760,기술성장기업부
189980,우량기업부
277070,중견기업부
006370,기타
198440,중견기업부
042110,우량기업부
186230,벤처기업부
217500,벤처기업부
037950,중견기업부
352700,우량기업부
088340,벤처기업부
28513K,기타
092300,우량기업부
263690,우량기업부
355390,기술성장기업부
37550L,기타
317850,벤처기업부
004910,기타
037440,우량기업부
072130,기타
378850,기타
040610,중견기업부
010240,우량기업부
018500,기타
122310,우량기업부
015710,중견기업부
023810,기타
050960,벤처기업부
393970,벤처기업부
196300,관리종목(소속부없음)
218150,벤처기업부
138360,중견기업부
033830,중견기업부
075180,기타
005670,우량기업부
200350,기술성장기업부
111870,관리종목(소속부없음)
002140,기타
219750,중견기업부
155660,기타
038070,우량기업부
007530,중견기업부
170790,우량기업부
184230,벤처기업부
051630,기타
049550,우량기업부
457370,중견기업부
340360,중견기업부
038880,투자주의환기종목(소속부없음)
314140,중견기업부
058730,기타
002760,기타
000725,기타
331380,투자주의환기종목(소속부없음)
177900,기술성장기업부
037330,우량기업부
263700,중견기업부
097780,중견기업부
084180,중견기업부
080530,중견기업부
199480,기술성장기업부
090410,우량기업부
008370,우량기업부
000890,기타
256630,벤처기업부
452200,기술성장기업부
440290,중견기업부
047400,기타
066670,중견기업부
052670,관리종목(소속부없음)
495900,일반기업부
004440,기타
227950,중견기업부
067920,우량기업부
294630,기술성장기업부
462510,기술성장기업부
004920,기타
045340,벤처기업부
466410,벤처기업부
073570,관리종목(소속부없음)
052900,우량기업부
206400,중견기업부
024840,중견기업부
017180,기타
053270,우량기업부
109960,투자주의환기종목(소속부없음)
025560,기타
004410,기타
010770,기타
046940,벤처기업부
260660,중견기업부
123700,기타
011300,기타
309930,중견기업부
452160,중견기업부
003080,기타
037230,중견기업부
159010,벤처기업부
001000,중견기업부
041650,기타
160550,중견기업부
001550,기타
237820,중견기업부
032960,중견기업부
099520,관리종목(소속부없음)
481850,기타
219420,기술성장기업부
051490,우량기업부
215090,중견기업부
019540,우량기업부
450330,기술성장기업부
017040,기타
129890,벤처기업부
245620,관리종목(소속부없음)
117670,관리종목(소속부없음)
066130,우량기업부
024940,벤처기업부
007680,중견기업부
004780,우량기업부
359090,벤처기업부
171010,벤처기업부
024950,중견기업부
189690,벤처기업부
173940,중견기업부
465480,벤처기업부
322780,중견기업부
025530,기타
064480,벤처기업부
038010,우량기업부
071670,중견기업부
046970,벤처기업부
455180,벤처기업부
037760,우량기업부
082210,투자주의환기종목(소속부없음)
009190,기타
430690,벤처기업부
246690,중견기업부
019175,기타
033130,중견기업부
004770,기타
053950,중견기업부
057680,벤처기업부
005305,기타
290090,벤처기업부
148250,벤처기업부
250000,우량기업부
417860,투자주의환기종목(소속부없음)
002920,기타
373200,벤처기업부
011230,기타
065130,중견기업부
103840,중견기업부
069730,기타
001620,기타
396270,투자주의환기종목(소속부없음)
053620,우량기업부
217480,관리종목(소속부없음)
224110,벤처기업부
012160,기타
223310,중견기업부
009835,기타
003310,우량기업부
105760,벤처기업부
023350,기타
087260,벤처기업부
419080,기술성장기업부
044960,중견기업부
007610,기타
036180,투자주의환기종목(소속부없음)
376290,벤처기업부
001465,기타
024910,우량기업부
046310,우량기업부
464280,중견기업부
471820,벤처기업부
45014K,기타
352910,기술성장기업부
351870,중견기업부
014190,우량기업부
335810,기술성장기업부
088910,우량기업부
036170,중견기업부
008870,기타
011420,기타
474610,벤처기업부
002410,기타
049830,중견기업부
357880,기술성장기업부
021880,중견기업부
185490,벤처기업부
089150,중견기업부
150900,벤처기업부
006980,기타
068050,중견기업부
002880,기타
469750,벤처기업부
006125,기타
336060,벤처기업부
294090,관리종목(소속부없음)
118000,기타
056360,벤처기업부
129920,벤처기업부
069410,벤처기업부
318020,벤처기업부
178780,중견기업부
008250,기타
032860,중견기업부
238120,기술성장기업부
450520,벤처기업부
078590,벤처기업부
026040,중견기업부
096610,투자주의환기종목(소속부없음)
090080,기타
109820,기술성장기업부
060900,중견기업부
025750,기타
444530,기술성장기업부
096690,중견기업부
060850,벤처기업부
050110,중견기업부
093240,기타
097870,중견기업부
363260,벤처기업부
321260,벤처기업부
100590,중견기업부
263810,중견기업부
046390,중견기업부
057030,중견기업부
434480,기술성장기업부
067170,중견기업부
039290,중견기업부
475660,기술성장기업부
056700,중견기업부
332290,벤처기업부
356890,벤처기업부
004870,기타
002290,벤처기업부
424980,기술성장기업부
239890,기술성장기업부
021050,기타
027740,기타
003475,기타
065950,중견기업부
010600,기타
342870,중견기업부
006740,기타
475460,중견기업부
242040,기술성장기업부
122350,중견기업부
298060,관리종목(소속부없음)
420570,벤처기업부
037370,벤처기업부
273060,중견기업부
220180,벤처기업부
198080,우량기업부
462310,중견기업부
357430,기타
087600,벤처기업부
033560,중견기업부
37550K,기타
126640,우량기업부
091590,우량기업부
179530,기술성장기업부
003465,기타
096630,중견기업부
040160,중견기업부
000760,기타
301300,기술성장기업부
032790,벤처기업부
082660,관리종목(소속부없음)
271830,벤처기업부
073110,벤처기업부
038870,중견기업부
270870,우량기업부
317530,기술성장기업부
049080,벤처기업부
056730,벤처기업부
323350,기술성장기업부
128540,우량기업부
066430,중견기업부
094970,벤처기업부
387570,기술성장기업부
383930,중견기업부
286750,기술성장기업부
014570,우량기업부
100660,중견기업부
465770,기타
277410,벤처기업부
009730,벤처기업부
376180,벤처기업부
256150,벤처기업부
012280,기타
009320,기타
020760,기타
263770,우량기업부
145270,기타
025880,우량기업부
238090,벤처기업부
052600,중견기업부
072990,우량기업부
023960,기타
254120,기술성장기업부
040350,투자주의환기종목(소속부없음)
321370,기술성장기업부
109080,벤처기업부
140520,우량기업부
036690,관리종목(소속부없음)
033200,투자주의환기종목(소속부없음)
101240,우량기업부
027580,중견기업부
200780,중견기업부
109070,기타
153460,중견기업부
066900,중견기업부
418250,관리종목(소속부없음)
227420,일반기업부
460470,기술성장기업부
092780,기타
089790,벤처기업부
002360,기타
239610,벤처기업부
300120,벤처기업부
051390,중견기업부
122690,우량기업부
263050,기술성장기업부
114630,우량기업부
208860,중견기업부
337840,일반기업부
134790,기타
195500,중견기업부
057540,중견기업부
190650,우량기업부
019770,우량기업부
217190,벤처기업부
122830,일반기업부
000215,기타
353590,중견기업부
069920,중견기업부
189330,기술성장기업부
016600,벤처기업부
203450,벤처기업부
053160,중견기업부
006050,중견기업부
049120,벤처기업부
148780,기술성장기업부
204020,우량기업부
340440,벤처기업부
069540,중견기업부
072950,벤처기업부
123570,중견기업부
038620,벤처기업부
318410,중견기업부
000040,기타
083550,중견기업부
221980,우량기업부
071950,기타
360350,기술성장기업부
307280,벤처기업부
131100,중견기업부
291230,중견기업부
050860,우량기업부
066910,중견기업부
263020,벤처기업부
042040,중견기업부
049180,투자주의환기종목(소속부없음)
013720,중견기업부
239340,중견기업부
308170,기타
052860,벤처기업부
033540,중견기업부
023790,중견기업부
065440,벤처기업부
008420,기타
900340,외국기업(소속부없음)
464580,기술성장기업부
354200,기술성장기업부
052300,중견기업부
002870,기타
133750,중견기업부
075970,중견기업부
290660,기술성장기업부
431190,기술성장기업부
050120,중견기업부
221840,투자주의환기종목(소속부없음)
017000,우량기업부
086040,벤처기업부
464500,기술성장기업부
900260,외국기업(소속부없음)
065370,벤처기업부
208640,중견기업부
020180,중견기업부
016100,중견기업부
019490,기타
188040,벤처기업부
099390,벤처기업부
406820,벤처기업부
026940,기타
397810,벤처기업부
009810,기타
222420,벤처기업부
012200,기타
258610,중견기업부
079000,중견기업부
075130,벤처기업부
200580,일반기업부
064520,중견기업부
011090,기타
440320,기술성장기업부
043100,벤처기업부
262840,벤처기업부
045060,우량기업부
236810,기술성장기업부
043340,중견기업부
024120,중견기업부
351320,중견기업부
318000,벤처기업부
343090,일반기업부
452980,SPAC(소속부없음)
115160,중견기업부
225220,벤처기업부
104200,중견기업부
177830,우량기업부
303530,벤처기업부
031310,중견기업부
001210,기타
003535,기타
014130,기타
238490,벤처기업부
010640,기타
005030,기타
452300,중견기업부
290120,우량기업부
900270,외국기업(소속부없음)
005360,기타
021650,중견기업부
130500,우량기업부
022220,중견기업부
297570,벤처기업부
019660,중견기업부
080520,벤처기업부
023150,기타
376980,기술성장기업부
049800,기타
074610,기타
071850,투자주의환기종목(소속부없음)
052460,중견기업부
276040,기술성장기업부
222980,벤처기업부
006570,기타
090370,기타
083660,중견기업부
210120,중견기업부
250030,일반기업부
446440,일반기업부
115480,중견기업부
131220,벤처기업부
900310,외국기업(소속부없음)
138070,중견기업부
367000,벤처기업부
032580,중견기업부
263920,벤처기업부
119500,중견기업부
340810,기술성장기업부
169330,중견기업부
214610,투자주의환기종목(소속부없음)
018680,벤처기업부
438700,기술성장기업부
377220,기술성장기업부
446070,기타
196490,투자주의환기종목(소속부없음)
33637K,기타
274400,기술성장기업부
123010,기술성장기업부
016670,중견기업부
137080,벤처기업부
215380,벤처기업부
001840,투자주의환기종목(소속부없음)
284620,투자주의환기종목(소속부없음)
131760,벤처기업부
290270,벤처기업부
048770,벤처기업부
398120,벤처기업부
068940,관리종목(소속부없음)
153490,우량기업부
257990,일반기업부
013810,중견기업부
066360,우량기업부
308100,중견기업부
109670,중견기업부
012620,우량기업부
002420,기타
025440,중견기업부
462980,기술성장기업부
192410,투자주의환기종목(소속부없음)
043200,벤처기업부
086060,중견기업부
079170,중견기업부
232830,벤처기업부
001070,기타
33626L,기타
089140,벤처기업부
196450,중견기업부
088290,중견기업부
279600,중견기업부
003680,기타
005820,기타
123840,관리종목(소속부없음)
035200,벤처기업부
145210,기타
059100,벤처기업부
258790,벤처기업부
013000,기타
060540,중견기업부
004365,기타
162120,일반기업부
008470,벤처기업부
081580,중견기업부
045300,중견기업부
373170,벤처기업부
333050,벤처기업부
143540,벤처기업부
270210,일반기업부
252500,중견기업부
127710,중견기업부
033250,기타
228340,중견기업부
088280,기술성장기업부
001140,기타
001810,중견기업부
018700,중견기업부
002690,기타
005320,기타
007815,기타
291810,기술성장기업부
354390,일반기업부
348030,중견기업부
457600,벤처기업부
148930,중견기업부
306040,우량기업부
495810,일반기업부
304840,투자주의환기종목(소속부없음)
058110,기술성장기업부
038950,중견기업부
131090,벤처기업부
038060,우량기업부
009140,기타
032750,우량기업부
417180,중견기업부
377330,기술성장기업부
187270,벤처기업부
051380,중견기업부
011080,중견기업부
291650,기술성장기업부
004270,기타
006200,기타
288980,기술성장기업부
35320K,기타
233990,일반기업부
085810,중견기업부
140430,벤처기업부
010400,기타
189860,투자주의환기종목(소속부없음)
432980,기술성장기업부
070300,벤처기업부
009620,중견기업부
034940,중견기업부
009460,기타
002820,기타
900110,외국기업(소속부없음)
434190,일반기업부
143210,기타
031510,중견기업부
006920,중견기업부
069140,중견기업부
053290,투자주의환기종목(소속부없음)
372800,벤처기업부
355690,기술성장기업부
187220,중견기업부
090150,중견기업부
363250,기술성장기업부
070590,중견기업부
024890,기타
246250,관리종목(소속부없음)
451700,SPAC(소속부없음)
032680,중견기업부
024070,기타
208710,중견기업부
047080,중견기업부
285800,벤처기업부
243870,일반기업부
147760,벤처기업부
405920,중견기업부
103230,중견기업부
016920,중견기업부
419540,벤처기업부
080470,중견기업부
069640,기타
067010,벤처기업부
226340,벤처기업부
060380,우량기업부
159910,중견기업부
045510,중견기업부
227610,중견기업부
331520,중견기업부
002070,기타
328380,벤처기업부
335870,중견기업부
317120,기술성장기업부
068100,기술성장기업부
312610,벤처기업부
139670,중견기업부
038530,중견기업부
023770,중견기업부
007770,중견기업부
267790,벤처기업부
146060,중견기업부
079650,중견기업부
008775,기타
296640,벤처기업부
030720,기타
002025,기타
035620,중견기업부
362990,벤처기업부
044380,기타
310870,벤처기업부
115610,벤처기업부
065650,관리종목(소속부없음)
276730,기술성장기업부
240600,중견기업부
113810,중견기업부
048470,중견기업부
290560,벤처기업부
021040,중견기업부
237750,벤처기업부
318010,중견기업부
076080,중견기업부
373110,기술성장기업부
035460,벤처기업부
290520,투자주의환기종목(소속부없음)
036480,중견기업부
093380,중견기업부
197140,벤처기업부
091340,중견기업부
0096B0,SPAC(소속부없음)
003495,기타
415380,중견기업부
043220,관리종목(소속부없음)
106080,중견기업부
353190,중견기업부
032080,중견기업부
131180,벤처기업부
258830,관리종목(소속부없음)
015020,기타
137940,중견기업부
403360,일반기업부
368600,기술성장기업부
217620,관리종목(소속부없음)
198940,중견기업부
464680,SPAC(소속부없음)
095910,중견기업부
033050,벤처기업부
303030,벤처기업부
084870,기타
005110,기타
478780,SPAC(소속부없음)
037400,중견기업부
044780,벤처기업부
317240,벤처기업부
193250,중견기업부
067730,중견기업부
347770,중견기업부
238200,벤처기업부
115570,중견기업부
405000,관리종목(소속부없음)
257370,벤처기업부
002210,기타
900100,외국기업(소속부없음)
076340,일반기업부
044480,중견기업부
051780,중견기업부
001420,기타
039310,중견기업부
110020,기술성장기업부
289010,중견기업부
177350,벤처기업부
154030,벤처기업부
418620,기술성장기업부
102950,일반기업부
208350,벤처기업부
192390,우량기업부
088790,기타
219550,관리종목(소속부없음)
496320,일반기업부
352940,벤처기업부
311060,일반기업부
018620,중견기업부
076610,벤처기업부
014910,기타
229000,기술성장기업부
002355,기타
089230,중견기업부
094860,중견기업부
139050,관리종목(소속부없음)
012340,벤처기업부
176590,일반기업부
032800,중견기업부
060230,중견기업부
0054V0,SPAC(소속부없음)
039740,벤처기업부
225590,우량기업부
019685,기타
007120,기타
207490,일반기업부
204630,관리종목(소속부없음)
115530,중견기업부
106240,우량기업부
091970,중견기업부
025870,중견기업부
098660,중견기업부
050760,중견기업부
199730,벤처기업부
045520,중견기업부
002680,중견기업부
00499K,기타
424760,벤처기업부
215790,벤처기업부
063760,벤처기업부
065150,관리종목(소속부없음)
101000,중견기업부
053060,중견기업부
001685,기타
032280,중견기업부
196700,벤처기업부
900070,외국기업(소속부없음)
073540,벤처기업부
054220,벤처기업부
054940,중견기업부
331920,기술성장기업부
448760,SPAC(소속부없음)
008600,기타
008500,기타
001770,기타
121890,중견기업부
005257,기타
247660,기술성장기업부
217880,일반기업부
206950,일반기업부
317860,일반기업부
080720,관리종목(소속부없음)
083640,벤처기업부
230980,관리종목(소속부없음)
054410,중견기업부
429270,기술성장기업부
222670,일반기업부
017250,중견기업부
015260,기타
101400,중견기업부
014100,중견기업부
327610,일반기업부
322970,일반기업부
365900,벤처기업부
054090,중견기업부
154040,중견기업부
361670,기술성장기업부
130740,중견기업부
344860,기술성장기업부
233250,일반기업부
134060,벤처기업부
073190,중견기업부
009310,기타
019570,중견기업부
191600,일반기업부
028080,중견기업부
403810,일반기업부
012170,기타
067770,중견기업부
389680,기술성장기업부
351020,일반기업부
466910,SPAC(소속부없음)
008290,중견기업부
368970,벤처기업부
412350,기술성장기업부
025890,기타
179720,일반기업부
215480,중견기업부
043360,벤처기업부
020400,중견기업부
18064K,기타
065690,투자주의환기종목(소속부없음)
079190,벤처기업부
032980,관리종목(소속부없음)
191410,중견기업부
065060,중견기업부
101680,중견기업부
169670,일반기업부
048830,중견기업부
084440,기술성장기업부
275630,벤처기업부
108675,기타
050090,투자주의환기종목(소속부없음)
083470,벤처기업부
044180,중견기업부
060480,중견기업부
009440,기타
000087,기타
121850,벤처기업부
250930,벤처기업부
123750,중견기업부
900120,외국기업(소속부없음)
005725,기타
035290,중견기업부
065420,중견기업부
060260,벤처기업부
477380,SPAC(소속부없음)
336040,일반기업부
096870,벤처기업부
241820,관리종목(소속부없음)
482680,SPAC(소속부없음)
390110,일반기업부
052960,일반기업부
069330,벤처기업부
026910,중견기업부
149010,일반기업부
043590,중견기업부
086220,일반기업부
476710,일반기업부
001795,기타
341170,일반기업부
254160,일반기업부
065170,투자주의환기종목(소속부없음)
204210,기타
106520,투자주의환기종목(소속부없음)
0072Z0,SPAC(소속부없음)
065770,벤처기업부
225430,벤처기업부
152550,기타
379390,일반기업부
216400,일반기업부
457630,SPAC(소속부없음)
0044K0,SPAC(소속부없음)
448830,SPAC(소속부없음)
477340,SPAC(소속부없음)
469880,SPAC(소속부없음)
302920,일반기업부
368030,일반기업부
278990,일반기업부
188260,기술성장기업부
313760,투자주의환기종목(소속부없음)
227100,관리종목(소속부없음)
208850,일반기업부
0096D0,SPAC(소속부없음)
052770,관리종목(소속부없음)
473050,SPAC(소속부없음)
479880,SPAC(소속부없음)
478440,SPAC(소속부없음)
145995,기타
092600,관리종목(소속부없음)
33637L,기타
224060,투자주의환기종목(소속부없음)
140910,기타
489480,SPAC(소속부없음)
238170,일반기업부
352770,관리종목(소속부없음)
481890,SPAC(소속부없음)
112190,일반기업부
030350,관리종목(소속부없음)
471050,SPAC(소속부없음)
004255,기타
331660,일반기업부
027040,관리종목(소속부없음)
084695,기타
489730,SPAC(소속부없음)
478390,SPAC(소속부없음)
482520,SPAC(소속부없음)
0093G0,SPAC(소속부없음)
0037T0,SPAC(소속부없음)
001067,기타
054180,관리종목(소속부없음)
38380K,기타
456190,일반기업부
054630,관리종목(소속부없음)
0091W0,SPAC(소속부없음)
492220,SPAC(소속부없음)
289170,일반기업부
065570,관리종목(소속부없음)
477760,SPAC(소속부없음)
058450,투자주의환기종목(소속부없음)
482690,SPAC(소속부없음)
0041L0,SPAC(소속부없음)
244880,일반기업부
031860,투자주의환기종목(소속부없음)
0071M0,SPAC(소속부없음)
004105,기타
469900,SPAC(소속부없음)
003075,기타
487360,SPAC(소속부없음)
253610,일반기업부
477470,SPAC(소속부없음)
174880,관리종목(소속부없음)
496070,SPAC(소속부없음)
474660,SPAC(소속부없음)
060240,관리종목(소속부없음)
00806K,기타
224760,일반기업부
454640,SPAC(소속부없음)
079950,중견기업부
474490,SPAC(소속부없음)
446150,SPAC(소속부없음)
444920,SPAC(소속부없음)
000225,기타
486630,SPAC(소속부없음)
489210,SPAC(소속부없음)
452670,SPAC(소속부없음)
0004Y0,SPAC(소속부없음)
493790,SPAC(소속부없음)
455310,SPAC(소속부없음)
450050,SPAC(소속부없음)
455910,SPAC(소속부없음)
0041B0,SPAC(소속부없음)
472220,SPAC(소속부없음)
03481K,중견기업부
004835,기타
478110,SPAC(소속부없음)
251280,일반기업부
001065,기타
178600,일반기업부
001755,기타
258050,일반기업부
498390,SPAC(소속부없음)
199150,일반기업부
488060,SPAC(소속부없음)
006345,기타
224810,일반기업부
450940,SPAC(소속부없음)
484130,SPAC(소속부없음)
199290,일반기업부
467930,SPAC(소속부없음)
469480,SPAC(소속부없음)
464440,SPAC(소속부없음)
455250,SPAC(소속부없음)
462020,SPAC(소속부없음)
468760,SPAC(소속부없음)
244460,관리종목(소속부없음)
473950,SPAC(소속부없음)
458610,SPAC(소속부없음)
487830,SPAC(소속부없음)
465320,SPAC(소속부없음)
487720,SPAC(소속부없음)
456490,SPAC(소속부없음)
0068Y0,SPAC(소속부없음)
299480,일반기업부
185190,일반기업부
472230,SPAC(소속부없음)
001515,기타
004985,기타
473370,SPAC(소속부없음)
223220,일반기업부
447690,일반기업부
0041J0,SPAC(소속부없음)
114920,일반기업부
238500,일반기업부
456700,일반기업부
189350,일반기업부
474930,SPAC(소속부없음)
266470,일반기업부
475250,SPAC(소속부없음)
079970,관리종목(소속부없음)
202960,일반기업부
000325,기타
26490K,기타
00781K,기타
212310,일반기업부
457940,SPAC(소속부없음)
014285,기타
473000,SPAC(소속부없음)
475240,SPAC(소속부없음)
332190,일반기업부
234070,일반기업부
090355,기타
45226K,기타
318660,일반기업부
066830,일반기업부
236340,일반기업부
103660,일반기업부
000145,기타
36328K,기타
448780,일반기업부
007575,기타
267080,일반기업부
276240,일반기업부
341310,일반기업부
279060,일반기업부
000545,기타
311960,일반기업부
346010,일반기업부
101390,관리종목(소속부없음)
217910,일반기업부
005745,기타
266350,일반기업부
014825,기타
043090,투자주의환기종목(소속부없음)
215570,일반기업부
005965,기타
208890,일반기업부
116100,일반기업부
009415,기타
266870,일반기업부
002995,기타
004545,기타
093510,일반기업부
402420,일반기업부
008355,기타
140660,일반기업부
092590,일반기업부
012205,기타
121060,일반기업부
002785,기타
001525,기타
000227,기타
136660,일반기업부
296520,일반기업부
236030,일반기업부
413300,일반기업부
011155,기타
001527,기타
245450,일반기업부
004415,기타
014915,기타
149300,일반기업부
002787,기타
021045,중견기업부
266170,일반기업부
032685,중견기업부
288490,일반기업부
308700,일반기업부
217320,일반기업부
